MIIC8BF00G;RITA LEVI MONTALCINI;GORGONZOLA;https://icmontalcinigorgonzola.edu.it;
FGIC80800P;MATTINATA;MATTINATA;http://www.comprensivomattinata.edu.it;
TNIC82900A;BASSA ANAUNIA - TUENNO;DENNO;https://www.icbassaanauniatuenno.it;
MN1M001009;REDENTORE;MANTOVA;https://www.istitutiredentore.it;
LEIS03100A;A. DE PACE;LECCE;https://www.depacelecce.edu.it;
CSIS06700R;SAN MARCO ARGENTANO ITCG - LC;SAN MARCO ARGENTANO;https://www.iissanmarcoargentano.edu.it;
MITD330007;PRIMO LEVI;BOLLATE;https://primolevibollate.edu.it;
PAPM04000V;LICEO REGINA MARGHERITA;PALERMO;http://www.liceoreginamargherita.edu.it;
CAIS00200C;AZUNI;CAGLIARI;https://azunicagliari.edu.it;
BNIS01100L;VIRGILIO;BENEVENTO;http://www.iisvirgilio.gov.it;
BAIS05300C;LUIGI RUSSO;MONOPOLI;https://www.iissluigirusso.edu.it;
TAIS00600G;LENTINI - L. S. EINSTEIN;MOTTOLA;http://www.lentinieinstein-mottola.edu.it;
MOIS00200C;PRIMO LEVI;VIGNOLA;http://www.istitutolevi.edu.it;
CRIS01600C;I.I.S. "BRUNO MUNARI";CREMA;https://www.iismunari.edu.it;
RGIS01300V;GALILEO FERRARIS;RAGUSA;http://www.istitutoferraris.it;
FRPC02500X;SAN BERNARDO;VEROLI;http://www.istitutosanbernardo.com;
SARA010005;AGRICOLTURA E AMBIENTE;SALERNO;http://www.profagrisalerno.edu.it;
SSPS05000G;LORENZO MOSSA;OLBIA;http://www.liceomossaolbia.edu.it;
GERI07000P;GASLINI - MEUCCI;GENOVA;http://www.ipsisgaslinimeucci.gov.it;
SIIS00300R;SAN GIOVANNI BOSCO;COLLE DI VAL D'ELSA;https://www.sangiovanniboscocennini.edu.it;
ALIS004002;BENVENUTO CELLINI;VALENZA;http://www.istitutocellini.it;
SAPC040008;F. DE SANCTIS;SALERNO;https://www.liceoclassicodesanctis.it;
GEIS003009;E. MONTALE - NUOVO I.P.C.;GENOVA;https://www.iscsmontalegenova.it;
BSIS01700V;ROVATO LORENZO GIGLI;ROVATO;http://www.istitutogiglirovato.gov.it;
CSIS06800L;IIS CARIATI LS - IPSC-IPSIA-ITI;CARIATI;http://www.iiscariati.edu.it;
CBIS002003;MARIO PAGANO;CAMPOBASSO;https://convittonazionalemariopagano.edu.it;
NARH105008;IPSEOA PARITARIO MONTESSORI;SOMMA VESUVIANA;http://www.istruzionemontessori.it;
MIPC10500T;LEONE XIII;MILANO;http://www.leonexiii.it;
SOPS050001;P. NERVI - G. FERRARI;MORBEGNO;https://nerviferrari.edu.it;
